Gene	Chromosome	Start	End	x	y	z
YDR183C	4	830394	830652	147.024	18.289	104.454
YDR184C	4	830626	831511	146.555	18.419	104.455
YDR185C	4	831931	832471	145.592	18.718	104.458
YDR186C	4	832856	835490	143.944	19.334	104.462
YDR187C	4	836225	836744	142.060	20.210	104.467
YDR188W	4	836418	838059	141.491	20.499	104.473
YDR189W	4	838389	840390	140.312	21.023	104.561
YDR190C	4	840601	841993	139.828	21.104	104.727
YDR191W	4	842334	843447	139.831	20.895	104.926
YDR192C	4	843566	844859	140.111	20.531	105.136
YDR193W	4	844551	844950	140.300	20.333	105.233
YDR194C	4	845949	847944	141.477	19.238	105.686
YDR194W	4	848068	848221	142.109	18.590	105.884
YDR195W	4	848596	850198	142.546	17.979	105.983
YDR196C	4	850271	850997	142.766	17.438	105.980
YDR197W	4	851225	852395	142.767	16.985	105.877
YDR198C	4	852530	853970	142.507	16.508	105.625
YDR199W	4	854172	854538	142.105	16.202	105.336
YDR200C	4	854276	856091	141.695	16.005	105.067
YDR201W	4	856314	856812	140.789	15.742	104.511
YDR202C	4	856895	857951	140.147	15.624	104.160
YDR203W	4	857679	857997	139.847	15.581	104.019
YDR204W	4	858134	859142	139.290	15.524	103.804
YDR205W	4	859343	861518	138.151	15.532	103.608
YDR206W	4	862051	864706	136.590	15.934	104.116
YDR207C	4	865009	867520	135.443	16.798	105.620
YDR208W	4	868221	870561	134.342	18.105	107.548
YDR209C	4	871033	871447	133.544	18.937	108.205
YDR210W	4	871071	871299	133.570	18.912	108.190
YDR210W	4	872109	877423	131.705	20.642	108.419
YDR210W	4	872109	873426	132.799	19.656	108.464
YDR210C	4	878656	883925	127.697	24.296	106.809
YDR210C	4	882602	883925	126.574	25.576	106.594
YDR211W	4	884724	886863	125.215	27.341	106.564
YDR212W	4	887229	888909	124.150	28.914	106.746
YDR213W	4	889748	892490	123.542	30.003	107.092
YDR214W	4	892872	893925	123.752	29.970	107.408
YDR215C	4	894115	894499	123.994	29.756	107.549
YDR216W	4	895031	899003	125.253	28.431	108.014
YDR217C	4	899547	903477	127.621	25.600	109.042
YDR218C	4	903777	905049	128.841	23.891	109.908
YDR219C	4	905451	906849	129.454	22.914	110.503
YDR220C	4	906996	907290	129.761	22.375	110.864
YDR221W	4	907326	909435	130.028	21.798	111.262
YDR222W	4	910050	911298	130.079	21.115	111.751
YDR223W	4	912095	913499	129.622	20.921	111.920
YDR224C	4	914313	914709	128.900	21.073	111.858
YDR225W	4	915526	915925	128.194	21.349	111.704
YDR226W	4	916482	917151	127.426	21.714	111.492
YDR227W	4	917567	921644	125.631	22.382	110.865
YDR228C	4	921922	923803	124.558	21.947	110.214
YDR229W	4	924781	926143	124.497	20.656	109.759
YDR230W	4	926219	926567	124.650	19.987	109.611
YDR231C	4	926289	926907	124.695	19.826	109.579
YDR232W	4	927448	929095	125.159	18.484	109.378
YDR233C	4	929466	930354	125.671	17.369	109.343
YDR234W	4	931125	933207	126.457	16.191	109.565
YDR235W	4	933500	935135	127.294	15.452	110.070
YDR236C	4	935232	935889	127.816	15.194	110.489
YDR237W	4	936611	937490	128.478	15.052	111.119
YDR238C	4	937891	940813	129.335	15.124	111.967
YDR239C	4	941053	943417	129.855	15.635	112.386
YDR240C	4	943670	945149	129.839	16.333	112.228
YDR241W	4	945147	945435	129.732	16.693	112.048
YDR242W	4	946803	948453	129.184	17.850	111.269
YDR243C	4	948514	950281	128.675	18.814	110.710
YDR244W	4	950559	952398	128.078	19.974	110.285
YDR245W	4	952796	953978	127.533	21.063	110.117
YDR246W	4	954284	954944	127.182	21.776	110.119
YDR246W	4	955129	955330	127.007	22.137	110.154
YDR247W	4	956009	957395	126.587	23.013	110.326
YDR248C	4	957754	958336	126.225	23.762	110.579
YDR249C	4	958677	959799	125.968	24.235	110.843
YDR250C	4	960082	960358	125.805	24.479	111.087
YDR251W	4	960610	963103	125.634	24.587	111.545
YDR252W	4	963408	963858	125.586	24.293	112.114
YDR253C	4	963986	964562	125.606	24.079	112.338
YDR254W	4	965109	966486	125.726	23.346	112.911
YDR255C	4	966553	967819	125.929	22.402	113.482
YDR256C	4	968129	969677	126.249	21.057	114.133
YDR257C	4	969986	971471	126.618	19.602	114.646
YDR258C	4	971804	974240	127.126	17.741	115.023
YDR259C	4	974627	975779	127.652	15.936	115.108
YDR260C	4	976713	977226	128.109	14.449	114.980
YDR261C	4	977517	979206	128.508	13.335	114.839
YDR261W	4	981458	986772	130.928	10.903	115.699
YDR261W	4	981458	982775	129.945	11.346	115.131
YDR261C	4	987530	992346	134.056	11.737	118.373
YDR261C	4	991023	992346	134.382	12.246	118.762
YDR262W	4	993130	993949	134.289	12.848	118.833
YDR263C	4	994238	995531	133.942	13.324	118.666
YDR264C	4	996025	998320	132.798	14.211	117.951
YDR265W	4	998860	999874	131.310	15.126	117.041
YDR266C	4	999600	1000740	130.753	15.467	116.744
YDR267C	4	1002506	1003499	128.736	16.696	115.862
YDR268W	4	1004000	1005140	127.586	17.393	115.483
YDR269C	4	1005661	1005985	126.650	17.958	115.236
YDR270W	4	1005671	1008686	125.621	18.579	115.026
YDR271C	4	1008391	1008763	124.647	19.192	114.877
YDR272W	4	1009006	1009831	124.181	19.521	114.825
YDR273W	4	1010172	1011270	123.659	19.965	114.808
YDR274C	4	1011585	1011957	123.403	20.267	114.845
YDR275W	4	1012248	1012956	123.308	20.470	114.907
YDR276C	4	1013472	1013640	123.313	20.666	115.014
YDR277C	4	1014397	1015699	123.570	20.889	115.257
YDR278C	4	1016997	1017315	124.451	21.032	115.762
YDR279W	4	1019364	1020417	125.980	20.878	116.671
YDR280W	4	1020743	1021661	126.629	20.647	117.199
YDR281C	4	1022003	1022318	127.069	20.416	117.622
YDR282C	4	1023507	1024752	127.876	19.773	118.591
YDR283C	4	1025066	1030046	128.973	18.114	120.592
YDR284C	4	1030546	1031416	129.438	16.910	122.217
YDR285W	4	1032432	1035060	129.189	17.046	122.725
YDR286C	4	1035227	1035572	128.774	17.595	122.688
YDR287W	4	1035991	1036870	128.416	18.117	122.535
YDR288W	4	1037191	1038103	127.894	18.902	122.228
YDR289C	4	1038276	1039506	127.349	19.670	121.853
YDR290W	4	1039366	1039696	127.090	19.988	121.658
YDR291W	4	1039724	1042958	126.446	20.581	121.101
YDR292C	4	1043142	1045008	125.709	20.660	120.246
YDR293C	4	1045636	1049389	125.188	19.341	119.144
YDR294C	4	1050455	1052225	125.344	17.394	118.331
YDR295C	4	1052619	1054644	125.907	16.649	118.265
YDR296W	4	1055208	1055889	126.651	16.271	118.457
YDR297W	4	1056547	1057597	127.417	16.129	118.767
YDR298C	4	1058172	1058811	128.212	16.119	119.163
YDR299W	4	1059623	1061228	129.051	16.258	119.747
YDR300C	4	1061501	1062788	129.526	16.527	120.296
YDR301W	4	1063348	1067422	129.718	17.412	121.411
YDR302W	4	1067727	1068387	129.209	18.496	122.409
YDR303C	4	1068725	1071383	128.870	19.197	123.251
YDR304C	4	1071876	1072554	128.858	19.618	124.293
YDR305C	4	1072742	1073485	128.966	19.688	124.767
YDR306C	4	1073731	1075168	129.243	19.679	125.516
YDR307W	4	1075861	1077850	130.100	19.327	126.993
YDR308C	4	1078023	1078446	130.790	18.941	127.909
YDR309C	4	1079044	1080196	131.550	18.555	128.817
YDR310C	4	1081124	1084313	133.396	17.837	130.741
YDR311W	4	1085062	1086991	135.595	17.294	132.627
YDR312W	4	1087578	1088940	137.193	17.057	133.797
YDR313C	4	1089216	1090077	137.999	16.974	134.392
YDR314C	4	1090430	1092509	138.677	16.949	134.958
YDR315C	4	1092738	1093584	138.916	17.011	135.264
YDR316W	4	1093760	1095176	138.842	17.114	135.354
YDR316W	4	1096061	1097384	138.187	17.406	135.213
YDR316W	4	1096061	1101330	137.117	17.777	134.794
YDR317W	4	1102181	1103426	134.733	18.787	133.417
YDR318W	4	1103755	1104945	133.842	19.246	132.738
YDR319C	4	1105000	1105825	133.233	19.586	132.221
YDR320C	4	1106092	1108099	132.269	20.167	131.317
YDR320C	4	1108277	1108496	131.533	20.633	130.564
YDR320W	4	1108481	1108619	131.440	20.684	130.470
YDR321W	4	1108699	1109845	131.027	20.893	130.063
YDR322W	4	1110586	1111690	129.958	21.230	129.091
YDR322C	4	1112000	1112291	129.378	21.291	128.613
YDR323C	4	1112477	1114025	128.740	21.262	128.125
YDR324C	4	1114430	1116761	127.381	20.862	127.222
YDR325W	4	1117121	1120229	125.586	19.705	126.298
YDR326C	4	1120604	1124921	123.265	19.162	125.307
YDR327W	4	1125297	1125624	121.790	19.878	124.753
YDR328C	4	1125429	1126014	121.650	19.997	124.705
YDR329C	4	1126265	1127591	121.006	20.630	124.486
YDR330W	4	1127867	1129370	120.136	21.755	124.225
YDR331W	4	1129583	1130819	119.473	22.613	124.164
YDR332W	4	1130996	1133066	118.929	23.220	124.362
YDR333C	4	1133255	1135427	118.592	23.385	125.028
YDR334W	4	1135927	1140472	118.883	22.190	127.164
YDR335W	4	1141162	1144837	120.109	19.646	130.434
YDR336W	4	1145086	1146031	120.955	18.287	132.086
YDR337W	4	1146313	1147174	121.392	17.657	132.829
YDR338C	4	1147373	1149461	122.051	16.778	133.848
YDR339C	4	1149945	1150515	122.659	16.093	134.692
YDR340W	4	1150875	1151178	122.866	15.919	134.946
YDR341C	4	1151797	1153621	123.180	15.813	135.241
YDR342C	4	1154210	1155923	123.345	16.248	135.114
YDR343C	4	1159602	1161315	122.591	19.192	132.772
YDR344C	4	1162000	1162444	122.132	19.840	131.872
YDR345C	4	1162951	1164655	121.652	20.140	131.087
YDR346C	4	1167208	1168654	120.094	19.680	129.136
YDR347W	4	1169172	1170138	119.432	19.035	128.450
YDR348C	4	1170320	1171820	119.063	18.421	128.079
YDR349C	4	1172380	1174171	118.805	17.321	127.842
YDR350C	4	1176332	1178168	119.322	14.896	128.477
YDR351W	4	1178659	1181254	120.159	13.172	129.478
YDR352W	4	1181794	1182748	120.503	12.371	130.089
YDR353W	4	1183292	1184252	120.510	12.221	130.335
YDR354W	4	1184740	1185883	120.339	12.369	130.464
YDR354C	4	1185132	1185276	120.357	12.349	130.459
YDR355C	4	1186060	1186363	120.157	12.595	130.482
YDR356W	4	1186100	1188935	119.783	13.112	130.432
YDR357C	4	1189192	1189561	119.125	14.082	130.298
YDR358W	4	1190052	1191726	118.738	14.700	130.380
YDR359C	4	1191929	1194878	118.461	15.279	130.964
YDR360W	4	1194591	1194978	118.502	15.360	131.522
YDR361C	4	1195404	1196256	118.628	15.308	132.058
YDR362C	4	1196671	1198690	119.043	14.977	133.244
YDR363W	4	1199175	1200546	119.634	14.310	134.881
YDR363W	4	1202120	1202390	119.738	13.570	136.524
YDR364C	4	1202835	1204203	119.545	13.185	137.312
YDR365C	4	1204489	1206376	118.933	12.609	138.404
YDR365W	4	1206989	1212258	116.341	11.443	140.303
YDR365W	4	1206989	1208312	117.729	11.953	139.514
YDR366C	4	1212430	1212829	114.477	11.229	140.764
YDR367W	4	1212840	1213607	114.154	11.271	140.744
YDR368W	4	1213896	1214835	113.574	11.430	140.607
YDR369C	4	1215008	1217573	112.722	11.937	140.063
YDR370C	4	1217774	1219103	111.956	12.848	139.008
YDR371W	4	1219405	1220941	111.500	13.747	137.962
YDR371C	4	1219501	1219606	111.645	13.422	138.336
YDR372C	4	1221104	1222142	111.244	14.525	137.087
YDR373W	4	1222751	1223324	111.104	15.306	136.229
YDR374C	4	1223466	1224387	111.070	15.808	135.689
YDR374W	4	1224749	1225019	111.084	16.360	135.105
YDR375C	4	1225158	1226529	111.147	16.923	134.520
YDR376W	4	1226814	1228296	111.385	17.954	133.472
YDR377W	4	1228603	1228909	111.642	18.686	132.742
YDR378C	4	1229341	1229602	111.802	19.074	132.354
YDR379W	4	1230159	1233189	112.241	19.827	131.549
YDR379C	4	1233270	1233510	112.527	19.975	131.313
YDR380W	4	1234210	1236118	112.772	19.715	131.436
YDR381W	4	1236550	1237997	112.994	18.869	132.063
YDR381C	4	1238304	1238843	113.094	18.061	132.703
YDR382W	4	1239484	1239817	113.128	17.358	133.231
YDR383C	4	1239952	1240669	113.115	16.975	133.483
YDR384C	4	1241196	1242024	113.016	16.325	133.826
YDR385W	4	1243222	1245751	112.441	15.390	133.833
YDR386W	4	1246076	1247975	111.529	15.137	132.987
YDR387C	4	1248146	1249814	110.576	15.292	131.804
YDR388W	4	1250178	1251627	109.646	15.312	130.559
YDR389W	4	1252529	1254494	108.557	14.816	129.017
YDR390C	4	1254929	1256840	107.741	13.834	127.761
YDR391C	4	1257350	1258049	107.227	12.746	126.895
YDR392W	4	1258688	1259702	106.863	11.654	126.257
YDR393W	4	1259893	1261264	106.477	10.689	125.841
YDR394W	4	1261673	1262960	105.883	9.615	125.601
YDR395W	4	1263316	1266151	104.861	8.372	125.781
YDR396W	4	1266287	1266788	103.949	7.638	126.308
YDR397C	4	1266358	1266891	103.902	7.605	126.341
YDR398W	4	1267463	1269395	102.854	7.045	127.224
YDR399W	4	1270060	1270726	101.588	6.579	128.330
YDR400W	4	1271055	1272078	100.781	6.346	128.907
YDR401W	4	1272215	1272779	100.113	6.185	129.316
YDR402C	4	1272226	1273696	99.772	6.112	129.504
YDR403W	4	1274594	1276205	97.883	5.816	130.323
YDR404C	4	1276646	1277162	96.636	5.705	130.685
YDR405W	4	1277638	1278430	95.659	5.657	130.883
YDR406W	4	1279202	1283792	93.152	5.728	131.226
YDR406W	4	1283791	1284037	92.447	5.991	131.331
YDR407C	4	1284061	1287931	92.551	6.360	131.334
YDR408C	4	1288207	1288852	93.563	6.985	131.233
YDR409W	4	1289398	1292113	94.868	7.737	131.031
YDR410C	4	1292364	1293084	95.868	8.616	130.743
YDR411C	4	1293361	1294387	96.381	9.222	130.527
YDR412W	4	1294685	1295393	96.848	9.905	130.273
YDR413C	4	1294828	1295404	96.877	9.953	130.256
YDR414C	4	1295590	1296679	97.239	10.611	130.003
YDR415C	4	1297029	1298154	97.684	11.646	129.593
YDR416W	4	1298424	1301004	98.206	13.323	128.903
YDR417C	4	1301547	1301919	98.703	14.928	128.192
YDR418W	4	1301608	1302106	98.734	15.026	128.148
YDR419W	4	1303166	1305065	99.332	16.781	127.302
YDR420W	4	1306259	1311668	100.759	20.410	125.317
YDR421W	4	1312032	1314885	102.382	22.390	124.047
YDR422C	4	1315318	1317766	103.730	22.306	123.922
YDR423C	4	1318038	1319268	104.763	21.574	124.185
YDR424C	4	1319379	1319834	105.226	21.090	124.370
YDR425W	4	1320056	1321934	105.760	20.332	124.593
YDR426C	4	1321621	1321999	105.987	19.862	124.693
YDR427W	4	1322197	1323379	106.177	19.275	124.783
YDR428C	4	1323446	1324232	106.281	18.614	124.844
YDR429C	4	1324469	1325294	106.282	17.928	124.868
YDR430C	4	1325493	1328463	105.973	16.459	124.804
YDR431W	4	1328382	1328694	105.472	15.286	124.660
YDR432W	4	1328775	1330020	105.117	14.632	124.545
YDR433W	4	1329592	1330033	104.956	14.350	124.480
YDR434W	4	1331229	1332834	104.276	13.270	124.033
YDR435C	4	1332975	1333962	104.004	12.967	123.653
YDR436W	4	1334813	1336946	103.851	13.169	122.853
YDR437W	4	1337344	1337767	103.963	13.823	122.180
YDR438W	4	1338266	1339379	104.169	14.604	121.604
YDR439W	4	1339668	1340712	104.449	15.617	120.989
YDR440W	4	1342485	1344234	105.009	18.093	119.949
YDR441C	4	1344509	1345055	105.216	19.259	119.664
YDR442W	4	1345639	1346032	105.352	20.141	119.524
YDR443C	4	1345668	1349931	105.566	21.836	119.427
YDR444W	4	1350282	1352346	105.692	24.570	119.669
YDR445C	4	1352174	1352582	105.590	25.053	119.778
YDR446W	4	1353717	1354626	105.260	25.461	119.989
YDR447C	4	1354821	1355546	104.985	25.463	120.122
YDR448W	4	1356057	1357362	104.449	25.160	120.342
YDR449C	4	1357572	1358895	103.770	24.487	120.586
YDR450W	4	1359915	1360791	102.703	23.194	120.931
YDR451C	4	1361112	1362174	102.199	22.665	121.080
YDR452W	4	1362870	1364895	101.659	22.365	121.211
YDR453C	4	1365064	1365655	101.529	22.587	121.209
YDR454C	4	1366256	1366820	101.555	23.003	121.157
YDR455C	4	1367365	1367674	101.666	23.514	121.081
YDR456W	4	1367477	1369379	101.841	24.120	120.980
YDR457W	4	1369782	1379589	102.403	27.027	120.753
YDR458C	4	1380047	1382039	99.933	24.237	122.161
YDR459C	4	1382311	1383436	98.896	23.051	122.586
YDR460W	4	1383803	1384769	98.046	22.167	122.859
YDR461W	4	1385168	1385279	97.460	21.595	123.013
YDR461C	4	1385516	1385759	97.196	21.347	123.074
YDR462W	4	1386065	1386509	96.772	20.962	123.162
YDR463W	4	1386808	1388368	95.900	20.209	123.308
YDR464W	4	1388864	1393172	93.694	18.452	123.459
YDR464C	4	1392484	1392673	93.149	17.946	123.360
YDR465C	4	1393328	1394567	92.960	17.679	123.178
YDR466W	4	1395113	1397810	93.317	17.614	122.615
YDR467C	4	1397575	1397902	93.846	17.791	122.217
YDR468C	4	1398018	1398693	94.188	17.929	121.996
YDR469W	4	1399007	1399535	94.794	18.194	121.636
YDR470C	4	1399698	1401207	95.590	18.502	121.164
YDR471W	4	1401762	1402557	96.499	18.663	120.545
snR13	4	1402911	1403035	96.830	18.619	120.277
YDR472W	4	1403314	1404166	97.084	18.507	120.040
YDR473C	4	1404437	1405847	97.392	18.120	119.648
YDR475C	4	1407456	1410087	97.287	16.047	118.873
YDR476C	4	1410445	1411120	96.853	14.515	118.555
YDR477W	4	1412365	1414267	96.727	13.404	118.102
YDR478W	4	1414567	1415164	96.902	13.207	117.792
YDR479C	4	1415202	1416867	97.163	13.306	117.541
YDR480W	4	1417391	1418363	97.793	13.876	117.118
YDR481C	4	1418542	1420243	98.514	14.737	116.743
YDR482C	4	1420423	1420831	99.159	15.581	116.487
YDR483W	4	1421149	1422478	99.744	16.394	116.346
YDR484W	4	1422755	1424681	100.615	17.705	116.340
YDR485C	4	1424812	1427200	101.548	19.286	116.689
YDR486C	4	1427423	1428113	102.182	20.508	117.226
YDR487C	4	1428346	1428973	102.475	21.127	117.584
YDR488C	4	1429180	1430782	102.881	22.051	118.204
YDR489W	4	1431004	1431889	103.339	23.092	118.818
YDR490C	4	1431960	1434261	103.885	24.304	119.359
YDR491C	4	1434492	1434984	104.445	25.519	119.733
YDR492W	4	1434916	1435867	104.676	26.015	119.840
YDR493W	4	1436209	1436581	105.040	26.785	119.953
YDR494W	4	1436922	1438008	105.440	27.620	120.010
YDR495C	4	1438107	1441143	106.281	29.336	119.915
YDR496C	4	1441425	1443396	107.384	31.044	119.396
YDR497C	4	1443705	1445460	108.236	31.693	118.683
YDR498C	4	1445835	1446987	108.949	31.774	117.873
YDR499W	4	1447822	1450066	109.929	31.187	116.436
YDR500C	4	1450190	1450846	110.482	30.497	115.436
YDR501W	4	1451345	1452911	110.793	29.872	114.640
YDR502C	4	1453302	1454457	110.821	29.320	114.070
YDR503C	4	1455034	1455859	110.572	28.939	113.818
YDR504C	4	1456303	1456687	110.260	28.745	113.787
YDR505C	4	1456687	1459213	109.631	28.556	113.927
YDR506C	4	1459720	1461547	107.976	28.377	114.671
YDR507C	4	1462350	1465779	106.124	27.474	115.578
YDR508C	4	1466445	1468437	104.888	25.600	116.186
YDR509W	4	1468218	1468566	104.645	24.898	116.308
YDR510W	4	1469392	1469698	104.412	23.943	116.425
YDR510C	4	1469687	1469804	104.377	23.768	116.442
YDR511W	4	1470009	1470411	104.301	23.356	116.478
YDR512C	4	1470492	1471056	104.214	22.855	116.516
YDR513W	4	1471009	1471441	104.148	22.455	116.541
YDR514C	4	1471540	1472992	104.007	21.530	116.585
YDR515W	4	1473421	1474765	103.800	19.904	116.609
YDR516C	4	1474966	1476469	103.661	18.456	116.573
YDR517W	4	1477231	1478350	103.542	16.602	116.449
YDR518W	4	1478600	1480154	103.496	15.179	116.294
YDR519W	4	1480417	1480825	103.461	14.090	116.121
YDR520C	4	1481077	1483396	103.319	12.804	115.759
YDR521W	4	1483133	1483469	103.165	12.040	115.433
YDR522C	4	1483787	1485296	102.922	11.233	114.969
YDR523C	4	1485558	1487031	102.467	10.243	114.157
YDR524C	4	1487534	1488983	101.799	9.347	113.027
YDR524W	4	1489395	1489485	101.315	8.917	112.233
YDR524C	4	1489590	1489791	101.206	8.835	112.057
YDR524C	4	1489863	1489983	101.106	8.767	111.892
YDR525W	4	1489897	1490227	101.046	8.727	111.793
YDR525W	4	1490588	1490828	100.783	8.573	111.350
YDR526C	4	1491067	1491538	100.567	8.477	110.965
YDR527W	4	1491086	1492406	100.419	8.430	110.690
snR84	4	1492469	1493019	100.134	8.414	110.116
YDR528W	4	1494578	1495850	99.704	8.881	108.945
YDR529C	4	1496157	1496541	99.637	9.337	108.527
YDR530C	4	1496783	1497761	99.641	9.818	108.241
YDR531W	4	1498224	1499328	99.768	10.820	107.884
YDR532C	4	1499388	1500546	99.969	11.801	107.699
YDR533C	4	1501439	1502153	100.283	13.353	107.605
YDR534C	4	1503305	1504892	100.571	15.195	107.859
YDR535C	4	1506597	1507354	100.765	17.326	108.746
YDR536W	4	1507996	1509706	100.793	18.613	109.666
YDR537C	4	1510846	1511452	100.710	19.977	110.998
YDR538W	4	1510892	1511621	100.702	20.028	111.052
YDR539W	4	1512084	1513596	100.549	20.575	111.683
YDR540C	4	1517120	1517660	99.675	20.264	111.971
YDR541C	4	1519648	1520683	98.831	18.718	111.049
YDR542W	4	1523234	1523597	97.846	16.325	109.719
YDR543C	4	1524619	1524919	97.494	15.278	109.238
YDR544C	4	1525080	1525509	97.366	14.865	109.062
YDR545W	4	1526306	1531697	96.615	11.822	108.008
YDR545C	4	1530848	1531328	96.080	8.819	107.230
YIL177C	9	482	6147	58.757	123.729	84.546
YIL177W	9	845	1167	56.962	125.024	84.488
YIL176C	9	8792	9155	62.908	121.072	84.594
YIL175W	9	9182	9500	63.185	120.912	84.593
YIL174W	9	9468	9696	63.368	120.809	84.592
YIL173W	9	11491	16141	66.633	119.086	84.537
YIL172C	9	16783	18553	69.358	117.253	84.595
YIL171W	9	18259	18712	69.882	116.804	84.632
YIL171W	9	19514	19844	70.617	116.110	84.699
YIL170W	9	19846	21220	71.118	115.586	84.760
YIL169C	9	23118	26106	73.195	112.909	85.200
YIL168W	9	29031	29415	74.290	111.790	86.402
YIL167W	9	29415	30048	74.317	111.837	86.588
YIL166C	9	30937	32566	74.238	112.359	87.436
YIL165C	9	33717	34077	73.835	113.490	88.522
YIL164C	9	34086	34686	73.719	113.795	88.794
YIL163C	9	36898	37252	73.206	115.306	90.412
YIL162W	9	37384	38983	73.057	115.846	91.140
YIL161W	9	39432	40140	72.908	116.540	92.258
YIL160C	9	40190	41444	72.853	116.932	93.016
YIL159W	9	41824	45952	72.876	117.850	95.460
YIL158W	9	46200	46815	73.144	118.168	97.429
YIL157C	9	46948	47542	73.266	118.140	97.888
YIL156W	9	47291	47693	73.311	118.118	98.031
YIL156W	9	47689	47973	73.378	118.081	98.220
YIL156W	9	48090	51306	73.821	117.677	99.101
YIL155C	9	51758	53708	74.825	116.312	99.942
YIL154C	9	53980	55021	75.569	115.117	100.097
YIL153W	9	55197	56379	76.128	114.151	100.083
YIL152W	9	56544	57252	76.580	113.324	100.009
YIL151C	9	57337	60694	77.360	111.760	99.703
YIL150C	9	61012	62728	78.246	109.680	98.950
YIL149C	9	63027	68067	79.104	107.070	97.411
YIL148W	9	68707	69528	79.606	105.179	95.375
YIL147C	9	69790	73453	79.755	104.391	93.650
YIL146C	9	74183	75773	79.692	104.035	90.952
YIL145C	9	76353	77283	79.643	103.969	89.481
YIL144W	9	78073	80149	79.822	103.546	88.095
YIL143C	9	80509	83041	80.368	102.571	87.115
YIL142C	9	83207	83540	80.870	101.736	86.852
YIL142W	9	83301	84885	81.140	101.298	86.815
YIL141W	9	85052	85442	81.628	100.517	86.857
YIL140W	9	85365	87837	82.264	99.599	87.019
YIL139C	9	87978	88716	83.134	98.728	87.290
YIL138C	9	89229	89715	83.723	98.358	87.498
YIL137C	9	89947	92788	84.764	98.077	87.907
YIL136W	9	93618	94800	86.440	98.456	88.659
YIL135C	9	95064	96375	87.389	99.052	89.126
YIL134C	9	96521	96725	87.969	99.466	89.418
snR68	9	97110	97246	88.326	99.683	89.593
YIL134W	9	97394	98330	88.765	99.909	89.804
YIL133C	9	98526	99416	89.475	100.171	90.135
YIL132C	9	99859	100287	90.180	100.303	90.450
YIL131C	9	100780	102235	91.096	100.289	90.839
YIL130W	9	102781	105676	92.828	99.676	91.511
YIL129C	9	106106	113237	96.178	96.688	92.433
YIL128W	9	113805	116904	99.187	92.932	92.196
YIL127C	9	117023	117644	100.093	91.569	91.837
YIL126W	9	117991	122071	100.981	90.477	91.519
YIL125W	9	122688	125733	101.445	90.930	91.611
YIL124W	9	126203	127097	101.204	92.401	91.993
YIL123W	9	128150	129578	100.731	93.982	92.360
YIL122W	9	130606	131662	100.118	94.974	92.438
YIL121W	9	132240	133869	99.497	95.293	92.259
YIL120W	9	134413	136105	98.672	95.079	91.782
YIL119C	9	136650	137874	97.817	94.342	91.093
YIL118W	9	139748	140444	96.634	93.429	90.164
YIL117C	9	140609	141566	96.269	93.352	89.946
YIL116W	9	142924	144082	95.485	93.697	89.645
YIL115W	9	144264	144636	95.218	94.042	89.619
YIL115C	9	144323	148706	94.717	95.190	89.736
YIL114C	9	149139	149985	94.161	97.566	90.071
YIL113W	9	150555	151185	93.974	98.496	89.986
YIL112W	9	151591	154843	93.713	99.950	89.419
YIL111W	9	155218	155762	93.550	101.094	88.366
YIL110W	9	156041	157175	93.503	101.562	87.664
YIL109C	9	157381	160162	93.474	102.271	86.010
YIL108W	9	160883	162974	93.617	102.490	83.799
YIL107C	9	163274	165758	93.904	101.870	82.364
YIL106W	9	166411	167441	94.310	100.646	81.333
YIL105C	9	167577	169638	94.672	99.427	80.790
YIL105W	9	167660	167801	94.475	100.097	81.056
YIL104C	9	169978	171502	95.247	97.768	80.301
YIL103W	9	171747	173025	95.785	96.531	80.075
YIL102C	9	173361	173589	96.188	95.733	79.998
YIL102C	9	174578	174884	96.698	94.833	79.981
YIL101C	9	175303	177247	97.391	93.758	80.065
YIL100C	9	177339	177678	97.998	92.923	80.216
YIL100W	9	177369	177723	98.017	92.898	80.222
YIL099W	9	178000	179650	98.696	92.054	80.458
YIL098C	9	179768	180236	99.333	91.302	80.687
YIL097W	9	180423	181974	99.964	90.562	80.880
YIL096C	9	182113	183124	100.689	89.716	81.058
YIL095W	9	183933	186366	101.924	88.297	81.238
YIL094C	9	186513	187629	102.810	87.293	81.256
YIL093C	9	187986	188781	103.388	86.647	81.209
YIL092W	9	189062	190964	104.062	85.926	81.120
YIL091C	9	191026	193192	104.738	85.411	81.186
YIL090W	9	193591	195067	105.202	85.413	81.515
YIL089W	9	195595	196213	105.374	85.758	81.912
YIL088C	9	197927	199400	105.359	87.052	82.932
YIL087C	9	199642	200116	105.237	87.884	83.498
YIL086C	9	200149	200458	105.199	88.189	83.683
YIL085C	9	200486	202040	105.148	88.876	84.051
YIL084C	9	202272	203256	105.164	89.945	84.477
YIL083C	9	203552	204650	105.275	90.892	84.705
YIL082W	9	205631	206504	105.609	92.275	84.771
YIL080W	9	205631	210354	106.130	93.617	84.535
YIL082W	9	205631	210129	106.094	93.539	84.558
YIL079C	9	210919	212002	107.382	96.025	83.529
YIL078W	9	212495	214700	107.840	97.549	83.076
YIL077C	9	214987	215950	107.961	98.916	82.870
YIL076W	9	216654	217545	107.854	100.132	82.837
YIL075C	9	217859	220697	107.397	101.794	83.009
YIL074C	9	221077	222487	106.532	103.740	83.454
YIL073C	9	222933	225951	105.593	105.796	84.025
YIL072W	9	226598	228416	104.532	108.144	84.781
YIL071W	9	228546	229023	104.097	109.115	85.129
