Gene	Chromosome	Start	End
YDL041W	4	378098	378452
YDL040C	4	378870	381435
YDL039C	4	381982	384079
YDL037C	4	384598	385585
YDL036C	4	387510	388899
YDL035C	4	389169	392055
YDL034W	4	391780	392125
YDL033C	4	392656	393910
YDL032W	4	393687	393999
YDL031W	4	394214	397202
YDL030W	4	397534	399127
YDL029W	4	399337	400636
YDL028C	4	400994	403289
YDL027C	4	403692	404955
YDL026W	4	404746	405058
YDL025C	4	405341	407204
YDL025W	4	405407	405512
YDL024C	4	408448	409855
YDL022C	4	409805	410054
YDL023C	4	411758	412079
YDL022W	4	411822	412998
YDL021W	4	413950	414886
YDL020C	4	415110	416706
YDL019C	4	417660	421512
YDL018C	4	422830	423508
YDL017W	4	424206	425730
YDL016C	4	425567	425870
YDL015C	4	425999	426932
YDL014W	4	427361	428345
YDL013W	4	429064	430924
YDL012C	4	431105	431515
YDL011C	4	432305	432629
YDL010W	4	432327	433023
YDL009C	4	432922	433246
YDL008W	4	433494	433992
YDL007C	4	436564	436822
YDL007W	4	438044	439358
YDL006W	4	439906	440752
YDL005C	4	441011	442307
YDL004W	4	443026	443509
YDL003W	4	444680	446381
YDL002C	4	446964	447576
YDL001W	4	447981	449274
YDR001C	4	450217	452473
YDR002W	4	453042	453648
YDR003W	4	454119	454752
YDR003W	4	454779	454902
YDR004W	4	455198	456581
YDR005C	4	456833	458101
YDR006C	4	458539	461245
YDR007W	4	461839	462514
YDR008C	4	462249	462600
YDR009W	4	463431	464994
YDR010C	4	465048	465381
YDR011W	4	465916	470422
YDR012W	4	471850	472939
YDR013W	4	473154	473781
YDR014W	4	474043	475987
YDR014W	4	477794	478283
YDR015C	4	477957	478197
YDR016C	4	478471	478756
YDR017C	4	479112	482265
YDR018C	4	482667	483858
YDR019C	4	484160	485363
YDR020C	4	485743	486442
YDR021W	4	486801	488001
YDR022C	4	488069	488660
YDR023W	4	489505	490894
YDR024W	4	491014	491500
YDR025W	4	491512	492322
YDR026C	4	492553	494266
YDR027C	4	494646	497316
YDR028C	4	497832	500877
YDR029W	4	501097	501412
YDR030C	4	501750	503271
YDR031W	4	503495	503861
YDR032C	4	504096	504693
YDR033W	4	508144	509107
YDR034C	4	509734	512107
YDR034C	4	514040	519354
YDR034C	4	518037	519354
YDR034C	4	520513	520690
YDR034W	4	521311	521467
YDR035W	4	521813	522926
YDR036C	4	523208	524711
YDR037W	4	525437	527213
YDR038C	4	527419	530695
YDR039C	4	531304	534580
YDR040C	4	535189	538465
YDR041W	4	539800	540412
YDR042C	4	540598	541201
snR47	4	541599	541698
YDR043C	4	542672	543368
YDR044W	4	546640	547627
YDR045C	4	547976	548309
YDR046C	4	548760	550575
YDR047W	4	551858	552947
YDR048C	4	553082	553397
YDR049W	4	553252	555151
YDR050C	4	555724	556471
YDR051C	4	557054	558059
YDR052C	4	558509	560624
YDR053W	4	560247	560643
YDR054C	4	561438	562326
YDR055W	4	563525	564860
YDR056C	4	565021	565639
YDR057W	4	565925	567554
YDR058C	4	567721	568702
YDR059C	4	569232	569769
YDR060W	4	570646	573724
YDR061W	4	574161	575781
YDR062W	4	576471	578157
YDR063W	4	578661	579111
YDR064W	4	579456	580451
YDR065W	4	580685	581783
YDR066C	4	581906	582497
YDR067C	4	582789	583464
YDR068W	4	583711	584644
YDR069C	4	584937	587718
YDR070C	4	588096	588378
YDR071C	4	588825	589401
YDR072C	4	589759	591343
YDR073W	4	592436	592946
YDR074W	4	593890	596581
YDR075W	4	597153	598080
YDR076W	4	598465	599686
YDR077W	4	600790	601807
YDR078C	4	602195	602867
YDR079W	4	603061	603397
YDR079C	4	603590	603809
YDR080W	4	604005	606984
YDR081C	4	607301	610079
YDR082W	4	610438	611923
YDR083W	4	612070	613249
YDR084C	4	613402	614002
YDR085C	4	614285	616148
YDR086C	4	616925	617168
YDR087C	4	617467	618304
YDR088C	4	618494	619643
YDR089W	4	622109	624719
YDR090C	4	625063	625996
YDR091C	4	626705	628532
YDR092W	4	629873	630603
YDR093W	4	631279	636118
YDR094W	4	635837	636173
YDR095C	4	636114	636525
YDR096W	4	637136	639821
YDR097C	4	640106	643835
YDR098C	4	644175	645033
YDR098C	4	645855	651124
YDR098C	4	649801	651124
YDR099W	4	653604	654426
YDR100W	4	655010	655442
YDR101C	4	655683	657465
YDR102C	4	657645	657978
YDR103W	4	658347	661101
YDR104C	4	661170	664908
YDR105C	4	665346	666768
YDR106W	4	667001	667856
YDR107C	4	669013	671032
YDR108W	4	671266	673363
YDR109C	4	673517	675665
YDR110W	4	676099	677800
YDR111C	4	678238	679762
YDR112W	4	679541	679850
YDR113C	4	680493	681615
YDR114C	4	681921	682224
YDR115W	4	682172	682490
YDR116C	4	682721	683579
YDR117C	4	683943	685641
YDR118W	4	685879	687838
YDR118W	4	687765	687882
YDR119W	4	688224	690531
YDR119W	4	691011	691212
YDR120C	4	691546	693259
YDR121W	4	693582	694173
YDR122W	4	694697	697892
YDR123C	4	698551	699466
YDR124W	4	700312	701287
YDR125C	4	701394	702756
YDR126W	4	703231	704242
YDR127W	4	704481	709248
YDR128W	4	709546	712993
YDR129C	4	713337	715377
YDR130C	4	715744	716620
YDR131C	4	716787	718458
YDR132C	4	718813	720301
YDR133C	4	720959	721295
YDR134C	4	721068	721479
YDR135C	4	723001	727549
YDR136C	4	727708	728281
YDR137W	4	728256	730248
YDR138W	4	730575	732834
YDR139C	4	733615	733922
YDR140W	4	734135	734801
YDR141C	4	734898	739995
YDR142C	4	740470	741598
YDR143C	4	742039	743872
YDR144C	4	744308	746099
YDR145W	4	746735	748355
YDR146C	4	748610	750740
YDR147W	4	751628	753233
YDR148C	4	753672	755064
YDR149C	4	755552	756260
YDR150W	4	755625	763872
YDR151C	4	764175	765153
YDR152W	4	765703	766501
YDR153C	4	766733	767969
YDR154C	4	768400	768751
YDR155C	4	768509	768998
YDR156W	4	769522	769936
YDR157W	4	769928	770330
YDR158W	4	770354	771452
YDR159W	4	771874	775780
YDR160W	4	776160	778719
YDR161W	4	779040	780204
YDR162C	4	780387	781098
YDR163W	4	781420	781948
YDR164C	4	782038	784213
YDR165W	4	784868	786203
YDR166C	4	786303	789219
YDR167W	4	789446	790067
YDR168W	4	790325	791846
YDR169C	4	792345	793887
YDR169C	4	794571	794721
YDR170C	4	796190	802220
YDR170W	4	803192	804515
YDR171W	4	806618	807746
YDR172W	4	808321	810379
YDR173C	4	810562	811630
YDR174W	4	812107	812848
YDR175C	4	813190	814150
YDR176W	4	814449	816558
YDR177W	4	816875	817523
YDR178W	4	817947	818493
YDR179C	4	818705	819194
YDR179W	4	819430	820822
YDR180W	4	821292	825774
YDR181C	4	825907	827353
YDR182W	4	827579	829055
YDR182W	4	829148	829352
YDR183W	4	829582	830275
YDR183C	4	830394	830652
YDR184C	4	830626	831511
YDR185C	4	831931	832471
YDR186C	4	832856	835490
YDR187C	4	836225	836744
YDR188W	4	836418	838059
YDR189W	4	838389	840390
YDR190C	4	840601	841993
YDR191W	4	842334	843447
YDR192C	4	843566	844859
YDR193W	4	844551	844950
YDR194C	4	845949	847944
YDR194W	4	848068	848221
YDR195W	4	848596	850198
YDR196C	4	850271	850997
YDR197W	4	851225	852395
YDR198C	4	852530	853970
YDR199W	4	854172	854538
YDR200C	4	854276	856091
YDR201W	4	856314	856812
YDR202C	4	856895	857951
YDR203W	4	857679	857997
YDR204W	4	858134	859142
YDR205W	4	859343	861518
YDR206W	4	862051	864706
YDR207C	4	865009	867520
YDR208W	4	868221	870561
YDR209C	4	871033	871447
YDR210W	4	871071	871299
YDR210W	4	872109	877423
YDR210W	4	872109	873426
YDR210C	4	878656	883925
YDR210C	4	882602	883925
YDR211W	4	884724	886863
YDR212W	4	887229	888909
YDR213W	4	889748	892490
YDR214W	4	892872	893925
YDR215C	4	894115	894499
YDR216W	4	895031	899003
YDR217C	4	899547	903477
YDR218C	4	903777	905049
YDR219C	4	905451	906849
YDR220C	4	906996	907290
YDR221W	4	907326	909435
YDR222W	4	910050	911298
YDR223W	4	912095	913499
YDR224C	4	914313	914709
YDR225W	4	915526	915925
YDR226W	4	916482	917151
YDR227W	4	917567	921644
YDR228C	4	921922	923803
YDR229W	4	924781	926143
YDR230W	4	926219	926567
YDR231C	4	926289	926907
YDR232W	4	927448	929095
YDR233C	4	929466	930354
YDR234W	4	931125	933207
YDR235W	4	933500	935135
YDR236C	4	935232	935889
YDR237W	4	936611	937490
YDR238C	4	937891	940813
YDR239C	4	941053	943417
YDR240C	4	943670	945149
YDR241W	4	945147	945435
YDR242W	4	946803	948453
YDR243C	4	948514	950281
YDR244W	4	950559	952398
YDR245W	4	952796	953978
YDR246W	4	954284	954944
YDR246W	4	955129	955330
YDR247W	4	956009	957395
YDR248C	4	957754	958336
YDR249C	4	958677	959799
YDR250C	4	960082	960358
YDR251W	4	960610	963103
YDR252W	4	963408	963858
YDR253C	4	963986	964562
YDR254W	4	965109	966486
YDR255C	4	966553	967819
YDR256C	4	968129	969677
YDR257C	4	969986	971471
YDR258C	4	971804	974240
YDR259C	4	974627	975779
YDR260C	4	976713	977226
YDR261C	4	977517	979206
YDR261W	4	981458	986772
YDR261W	4	981458	982775
YDR261C	4	987530	992346
YDR261C	4	991023	992346
YDR262W	4	993130	993949
YDR263C	4	994238	995531
YDR264C	4	996025	998320
YDR265W	4	998860	999874
YDR266C	4	999600	1000740
YDR267C	4	1002506	1003499
YDR268W	4	1004000	1005140
YDR269C	4	1005661	1005985
YDR270W	4	1005671	1008686
YDR271C	4	1008391	1008763
YDR272W	4	1009006	1009831
YDR273W	4	1010172	1011270
YDR274C	4	1011585	1011957
YDR275W	4	1012248	1012956
YDR276C	4	1013472	1013640
YDR277C	4	1014397	1015699
YDR278C	4	1016997	1017315
YDR279W	4	1019364	1020417
YDR280W	4	1020743	1021661
YDR281C	4	1022003	1022318
YDR282C	4	1023507	1024752
YDR283C	4	1025066	1030046
YDR284C	4	1030546	1031416
YDR285W	4	1032432	1035060
YDR286C	4	1035227	1035572
YDR287W	4	1035991	1036870
YDR288W	4	1037191	1038103
YDR289C	4	1038276	1039506
YDR290W	4	1039366	1039696
YDR291W	4	1039724	1042958
YDR292C	4	1043142	1045008
YDR293C	4	1045636	1049389
YDR294C	4	1050455	1052225
YDR295C	4	1052619	1054644
YDR296W	4	1055208	1055889
YDR297W	4	1056547	1057597
YDR298C	4	1058172	1058811
YDR299W	4	1059623	1061228
YDR300C	4	1061501	1062788
YDR301W	4	1063348	1067422
YDR302W	4	1067727	1068387
YDR303C	4	1068725	1071383
YDR304C	4	1071876	1072554
YDR305C	4	1072742	1073485
YDR306C	4	1073731	1075168
YDR307W	4	1075861	1077850
YDR308C	4	1078023	1078446
YDR309C	4	1079044	1080196
YDR310C	4	1081124	1084313
YDR311W	4	1085062	1086991
YDR312W	4	1087578	1088940
YDR313C	4	1089216	1090077
YDR314C	4	1090430	1092509
YDR315C	4	1092738	1093584
YDR316W	4	1093760	1095176
YDR316W	4	1096061	1097384
YDR316W	4	1096061	1101330
YDR317W	4	1102181	1103426
YDR318W	4	1103755	1104945
YDR319C	4	1105000	1105825
YDR320C	4	1106092	1108099
YDR320C	4	1108277	1108496
YDR320W	4	1108481	1108619
YDR321W	4	1108699	1109845
YDR322W	4	1110586	1111690
YDR322C	4	1112000	1112291
YDR323C	4	1112477	1114025
YDR324C	4	1114430	1116761
YDR325W	4	1117121	1120229
YDR326C	4	1120604	1124921
YDR327W	4	1125297	1125624
YDR328C	4	1125429	1126014
YDR329C	4	1126265	1127591
YDR330W	4	1127867	1129370
YDR331W	4	1129583	1130819
YDR332W	4	1130996	1133066
YDR333C	4	1133255	1135427
YDR334W	4	1135927	1140472
YDR335W	4	1141162	1144837
YDR336W	4	1145086	1146031
YDR337W	4	1146313	1147174
YDR338C	4	1147373	1149461
YDR339C	4	1149945	1150515
YDR340W	4	1150875	1151178
YDR341C	4	1151797	1153621
YDR342C	4	1154210	1155923
YDR343C	4	1159602	1161315
YDR344C	4	1162000	1162444
YDR345C	4	1162951	1164655
YDR346C	4	1167208	1168654
YDR347W	4	1169172	1170138
YDR348C	4	1170320	1171820
YDR349C	4	1172380	1174171
YDR350C	4	1176332	1178168
YDR351W	4	1178659	1181254
YDR352W	4	1181794	1182748
YDR353W	4	1183292	1184252
YDR354W	4	1184740	1185883
YDR354C	4	1185132	1185276
YDR355C	4	1186060	1186363
YDR356W	4	1186100	1188935
YDR357C	4	1189192	1189561
YDR358W	4	1190052	1191726
YDR359C	4	1191929	1194878
YDR360W	4	1194591	1194978
YDR361C	4	1195404	1196256
YDR362C	4	1196671	1198690
YDR363W	4	1199175	1200546
YDR363W	4	1202120	1202390
YDR364C	4	1202835	1204203
YDR365C	4	1204489	1206376
YDR365W	4	1206989	1212258
YDR365W	4	1206989	1208312
YDR366C	4	1212430	1212829
YDR367W	4	1212840	1213607
YDR368W	4	1213896	1214835
YDR369C	4	1215008	1217573
YDR370C	4	1217774	1219103
YDR371W	4	1219405	1220941
YDR371C	4	1219501	1219606
YDR372C	4	1221104	1222142
YDR373W	4	1222751	1223324
YDR374C	4	1223466	1224387
YDR374W	4	1224749	1225019
YDR375C	4	1225158	1226529
YDR376W	4	1226814	1228296
YDR377W	4	1228603	1228909
YDR378C	4	1229341	1229602
YDR379W	4	1230159	1233189
YDR379C	4	1233270	1233510
YDR380W	4	1234210	1236118
YDR381W	4	1236550	1237997
YDR381C	4	1238304	1238843
YDR382W	4	1239484	1239817
YDR383C	4	1239952	1240669
YDR384C	4	1241196	1242024
YDR385W	4	1243222	1245751
YDR386W	4	1246076	1247975
YDR387C	4	1248146	1249814
YDR388W	4	1250178	1251627
YDR389W	4	1252529	1254494
YDR390C	4	1254929	1256840
YDR391C	4	1257350	1258049
YDR392W	4	1258688	1259702
YDR393W	4	1259893	1261264
YDR394W	4	1261673	1262960
YDR395W	4	1263316	1266151
YDR396W	4	1266287	1266788
YDR397C	4	1266358	1266891
YDR398W	4	1267463	1269395
YDR399W	4	1270060	1270726
YDR400W	4	1271055	1272078
YDR401W	4	1272215	1272779
YDR402C	4	1272226	1273696
YDR403W	4	1274594	1276205
YDR404C	4	1276646	1277162
YDR405W	4	1277638	1278430
YDR406W	4	1279202	1283792
YDR406W	4	1283791	1284037
YDR407C	4	1284061	1287931
YDR408C	4	1288207	1288852
YDR409W	4	1289398	1292113
YDR410C	4	1292364	1293084
YDR411C	4	1293361	1294387
YDR412W	4	1294685	1295393
YDR413C	4	1294828	1295404
YDR414C	4	1295590	1296679
YDR415C	4	1297029	1298154
YDR416W	4	1298424	1301004
YDR417C	4	1301547	1301919
YDR418W	4	1301608	1302106
YDR419W	4	1303166	1305065
YDR420W	4	1306259	1311668
YDR421W	4	1312032	1314885
YDR422C	4	1315318	1317766
YDR423C	4	1318038	1319268
YDR424C	4	1319379	1319834
YDR425W	4	1320056	1321934
YDR426C	4	1321621	1321999
YDR427W	4	1322197	1323379
YDR428C	4	1323446	1324232
YDR429C	4	1324469	1325294
YDR430C	4	1325493	1328463
YDR431W	4	1328382	1328694
YDR432W	4	1328775	1330020
YDR433W	4	1329592	1330033
YDR434W	4	1331229	1332834
YDR435C	4	1332975	1333962
YDR436W	4	1334813	1336946
YDR437W	4	1337344	1337767
YDR438W	4	1338266	1339379
YDR439W	4	1339668	1340712
YDR440W	4	1342485	1344234
YDR441C	4	1344509	1345055
YDR442W	4	1345639	1346032
YDR443C	4	1345668	1349931
YDR444W	4	1350282	1352346
YDR445C	4	1352174	1352582
YDR446W	4	1353717	1354626
YDR447C	4	1354821	1355546
YDR448W	4	1356057	1357362
YDR449C	4	1357572	1358895
YDR450W	4	1359915	1360791
YDR451C	4	1361112	1362174
YDR452W	4	1362870	1364895
YDR453C	4	1365064	1365655
YDR454C	4	1366256	1366820
YDR455C	4	1367365	1367674
YDR456W	4	1367477	1369379
YDR457W	4	1369782	1379589
YDR458C	4	1380047	1382039
YDR459C	4	1382311	1383436
YDR460W	4	1383803	1384769
YDR461W	4	1385168	1385279
YDR461C	4	1385516	1385759
YDR462W	4	1386065	1386509
YDR463W	4	1386808	1388368
YDR464W	4	1388864	1393172
YDR464C	4	1392484	1392673
YDR465C	4	1393328	1394567
YDR466W	4	1395113	1397810
YDR467C	4	1397575	1397902
YDR468C	4	1398018	1398693
YDR469W	4	1399007	1399535
YDR470C	4	1399698	1401207
YDR471W	4	1401762	1402557
snR13	4	1402911	1403035
YDR472W	4	1403314	1404166
YDR473C	4	1404437	1405847
YDR475C	4	1407456	1410087
YDR476C	4	1410445	1411120
YDR477W	4	1412365	1414267
YDR478W	4	1414567	1415164
YDR479C	4	1415202	1416867
YDR480W	4	1417391	1418363
YDR481C	4	1418542	1420243
YDR482C	4	1420423	1420831
YDR483W	4	1421149	1422478
YDR484W	4	1422755	1424681
YDR485C	4	1424812	1427200
YDR486C	4	1427423	1428113
YDR487C	4	1428346	1428973
YDR488C	4	1429180	1430782
YDR489W	4	1431004	1431889
YDR490C	4	1431960	1434261
YDR491C	4	1434492	1434984
YDR492W	4	1434916	1435867
YDR493W	4	1436209	1436581
YDR494W	4	1436922	1438008
YDR495C	4	1438107	1441143
YDR496C	4	1441425	1443396
YDR497C	4	1443705	1445460
YDR498C	4	1445835	1446987
YDR499W	4	1447822	1450066
YDR500C	4	1450190	1450846
YDR501W	4	1451345	1452911
YDR502C	4	1453302	1454457
YDR503C	4	1455034	1455859
YDR504C	4	1456303	1456687
YDR505C	4	1456687	1459213
YDR506C	4	1459720	1461547
YDR507C	4	1462350	1465779
YDR508C	4	1466445	1468437
YDR509W	4	1468218	1468566
YDR510W	4	1469392	1469698
YDR510C	4	1469687	1469804
YDR511W	4	1470009	1470411
YDR512C	4	1470492	1471056
YDR513W	4	1471009	1471441
YDR514C	4	1471540	1472992
YDR515W	4	1473421	1474765
YDR516C	4	1474966	1476469
YDR517W	4	1477231	1478350
YDR518W	4	1478600	1480154
YDR519W	4	1480417	1480825
YDR520C	4	1481077	1483396
YDR521W	4	1483133	1483469
YDR522C	4	1483787	1485296
YDR523C	4	1485558	1487031
YDR524C	4	1487534	1488983
YDR524W	4	1489395	1489485
YDR524C	4	1489590	1489791
YDR524C	4	1489863	1489983
YDR525W	4	1489897	1490227
YDR525W	4	1490588	1490828
YDR526C	4	1491067	1491538
YDR527W	4	1491086	1492406
snR84	4	1492469	1493019
YDR528W	4	1494578	1495850
YDR529C	4	1496157	1496541
YDR530C	4	1496783	1497761
YDR531W	4	1498224	1499328
YDR532C	4	1499388	1500546
YDR533C	4	1501439	1502153
YDR534C	4	1503305	1504892
YDR535C	4	1506597	1507354
YDR536W	4	1507996	1509706
YDR537C	4	1510846	1511452
YDR538W	4	1510892	1511621
YDR539W	4	1512084	1513596
YDR540C	4	1517120	1517660
YDR541C	4	1519648	1520683
YDR542W	4	1523234	1523597
YDR543C	4	1524619	1524919
YDR544C	4	1525080	1525509
YDR545W	4	1526306	1531697
YDR545C	4	1530848	1531328
YIL177C	9	482	6147
YIL177W	9	845	1167
YIL176C	9	8792	9155
YIL175W	9	9182	9500
YIL174W	9	9468	9696
YIL173W	9	11491	16141
YIL172C	9	16783	18553
YIL171W	9	18259	18712
YIL171W	9	19514	19844
YIL170W	9	19846	21220
YIL169C	9	23118	26106
YIL168W	9	29031	29415
YIL167W	9	29415	30048
YIL166C	9	30937	32566
YIL165C	9	33717	34077
YIL164C	9	34086	34686
YIL163C	9	36898	37252
YIL162W	9	37384	38983
YIL161W	9	39432	40140
YIL160C	9	40190	41444
YIL159W	9	41824	45952
YIL158W	9	46200	46815
YIL157C	9	46948	47542
YIL156W	9	47291	47693
YIL156W	9	47689	47973
YIL156W	9	48090	51306
YIL155C	9	51758	53708
YIL154C	9	53980	55021
YIL153W	9	55197	56379
YIL152W	9	56544	57252
YIL151C	9	57337	60694
YIL150C	9	61012	62728
YIL149C	9	63027	68067
YIL148W	9	68707	69528
YIL147C	9	69790	73453
YIL146C	9	74183	75773
YIL145C	9	76353	77283
YIL144W	9	78073	80149
YIL143C	9	80509	83041
YIL142C	9	83207	83540
YIL142W	9	83301	84885
YIL141W	9	85052	85442
YIL140W	9	85365	87837
YIL139C	9	87978	88716
YIL138C	9	89229	89715
YIL137C	9	89947	92788
YIL136W	9	93618	94800
YIL135C	9	95064	96375
YIL134C	9	96521	96725
snR68	9	97110	97246
YIL134W	9	97394	98330
YIL133C	9	98526	99416
YIL132C	9	99859	100287
YIL131C	9	100780	102235
YIL130W	9	102781	105676
YIL129C	9	106106	113237
YIL128W	9	113805	116904
YIL127C	9	117023	117644
YIL126W	9	117991	122071
YIL125W	9	122688	125733
YIL124W	9	126203	127097
YIL123W	9	128150	129578
YIL122W	9	130606	131662
YIL121W	9	132240	133869
YIL120W	9	134413	136105
YIL119C	9	136650	137874
YIL118W	9	139748	140444
YIL117C	9	140609	141566
YIL116W	9	142924	144082
YIL115W	9	144264	144636
YIL115C	9	144323	148706
YIL114C	9	149139	149985
YIL113W	9	150555	151185
YIL112W	9	151591	154843
YIL111W	9	155218	155762
YIL110W	9	156041	157175
YIL109C	9	157381	160162
YIL108W	9	160883	162974
YIL107C	9	163274	165758
YIL106W	9	166411	167441
YIL105C	9	167577	169638
YIL105W	9	167660	167801
YIL104C	9	169978	171502
YIL103W	9	171747	173025
YIL102C	9	173361	173589
YIL102C	9	174578	174884
YIL101C	9	175303	177247
YIL100C	9	177339	177678
YIL100W	9	177369	177723
YIL099W	9	178000	179650
YIL098C	9	179768	180236
YIL097W	9	180423	181974
YIL096C	9	182113	183124
YIL095W	9	183933	186366
YIL094C	9	186513	187629
YIL093C	9	187986	188781
YIL092W	9	189062	190964
YIL091C	9	191026	193192
YIL090W	9	193591	195067
YIL089W	9	195595	196213
YIL088C	9	197927	199400
YIL087C	9	199642	200116
YIL086C	9	200149	200458
YIL085C	9	200486	202040
YIL084C	9	202272	203256
YIL083C	9	203552	204650
YIL082W	9	205631	206504
YIL080W	9	205631	210354
YIL082W	9	205631	210129
YIL079C	9	210919	212002
YIL078W	9	212495	214700
YIL077C	9	214987	215950
YIL076W	9	216654	217545
YIL075C	9	217859	220697
YIL074C	9	221077	222487
YIL073C	9	222933	225951
YIL072W	9	226598	228416
YIL071W	9	228546	229023
YIL071C	9	228656	229991
YIL070C	9	230268	231069
YIL069C	9	231549	232366
YIL068W	9	233009	233393
YIL068C	9	233053	235471
YIL067C	9	235720	237757
YIL066W	9	237362	237806
YIL066C	9	238095	240705
YIL065C	9	241304	241772
YIL064W	9	241939	242713
YIL063C	9	242757	243741
YIL062C	9	243994	244459
YIL061C	9	244653	245556
YIL060W	9	246388	246823
YIL059C	9	246546	246912
YIL058W	9	246910	247195
YIL057C	9	247898	248393
YIL056W	9	249988	251911
YIL055C	9	252039	253923
YIL054W	9	254540	254858
YIL053W	9	255112	255865
YIL052C	9	256223	257061
YIL051C	9	257841	258279
YIL050W	9	258911	259769
YIL049W	9	260156	260918
YIL048W	9	261435	264891
YIL047C	9	265097	265466
YIL047C	9	265113	267822
YIL046W	9	268307	268472
YIL046W	9	268649	270572
YIL045W	9	271159	272776
YIL044C	9	272948	273845
YIL043C	9	274070	274925
YIL042C	9	275106	276291
YIL041W	9	276523	277504
YIL040W	9	277721	278138
YIL039W	9	278424	279846
YIL038C	9	280140	282651
YIL037C	9	283027	284998
YIL036W	9	285664	287428
YIL035C	9	287788	288907
YIL034C	9	289224	290088
YIL033C	9	290417	291668
YIL032C	9	291959	292316
YIL031W	9	292631	295736
YIL030W	9	295563	295902
YIL030C	9	296048	300008
YIL029W	9	299733	300105
YIL029C	9	300826	301255
YIL028W	9	302097	302496
YIL027C	9	303676	304102
YIL026C	9	304474	307927
YIL025C	9	308198	308573
YIL024C	9	308599	309169
YIL023C	9	309383	310424
YIL022W	9	311162	312458
YIL021W	9	312902	313859
YIL021C	9	313196	313466
YIL020C	9	313710	314049
YIL020C	9	314032	314818
YIL019W	9	315090	316131
YIL018W	9	316765	317930
YIL017C	9	318197	320963
YIL016W	9	321451	321931
YIL015W	9	322339	324103
YIL014C	9	325209	325524
YIL014W	9	326100	327993
YIL013C	9	328204	332440
YIL012W	9	333008	333401
YIL011W	9	333723	334533
YIL010W	9	334878	335526
YIL009C	9	335662	336209
YIL009W	9	339340	341425
YIL008W	9	342532	342832
YIL007C	9	342990	343653
YIL006W	9	344058	345180
YIL005W	9	345688	347794
YIL004C	9	347942	348502
YIL003W	9	349118	350000
YIL002W	9	350297	350507
YIL002C	9	350587	353428
YIL001W	9	353936	355478
YIR001C	9	356139	356892
YIR002C	9	357411	360393
YIR003W	9	360881	362921
YIR004W	9	363217	364516
YIR005W	9	364885	365332
YIR006C	9	365462	369905
YIR007W	9	370700	372995
YIR008C	9	373073	374303
YIR009W	9	374521	374857
YIR010W	9	375427	377158
YIR011C	9	377283	378243
YIR012W	9	378482	379778
YIR013C	9	380015	380381
YIR014W	9	381082	381811
YIR015W	9	381944	382379
YIR016W	9	382624	383422
YIR017C	9	383552	384116
YIR017W	9	383562	384162
YIR018W	9	384605	385343
YIR018C	9	385560	385698
YIR019C	9	389568	393672
ICR1	9	393880	397079
YIR020C	9	394251	394554
YIR020W	9	394913	395156
PWR1	9	395995	396936
YIR020C	9	397211	397946
YIR021W	9	397290	398382
YIR021W	9	398510	398723
YIR022W	9	398729	399233
YIR023W	9	399773	402686
YIR023C	9	402379	402703
YIR024C	9	402837	403488
YIR025W	9	403655	404762
YIR026C	9	404869	405964
YIR027C	9	406256	407639
YIR028W	9	408464	410372
YIR029W	9	410803	411835
YIR030C	9	412032	412767
YIR030W	9	412895	413279
YIR031C	9	413011	414676
YIR032C	9	415026	415614
YIR033W	9	416120	419462
YIR034C	9	419611	420733
YIR035C	9	421022	421787
YIR036C	9	422070	422862
YIR036W	9	422631	423033
YIR037W	9	423124	423616
YIR038C	9	423805	424510
YIR039C	9	430493	432107
YIR040C	9	433384	433717
YIR041W	9	433924	434299
YIR042C	9	435269	435980
YIR043C	9	437039	437732
YIR044C	9	437990	438176
YEL077C	5	263	4097
YEL077W	5	952	1612
YEL076C	5	4184	5114
YEL076C	5	4463	5114
YEL075W	5	4869	5481
YEL075C	5	5344	5713
YEL074W	5	6125	6464
YEL073C	5	7229	7553
YEL072W	5	13719	14415
YEL071W	5	16354	17845
YEL070W	5	19588	21097
YEL069C	5	21536	23231
YEL068C	5	25645	25978
YEL067C	5	26188	26776
YEL066W	5	26666	27206
YEL065W	5	27656	29543
YEL064C	5	29796	31239
YEL063C	5	31693	33466
YEL062W	5	34406	36254
YEL061C	5	36534	39537
YEL060C	5	40045	41953
YEL059C	5	42399	42624
YEL059W	5	42651	42960
YEL058W	5	43251	44925
YEL057C	5	45019	45721
YEL056W	5	47167	48373
YEL055C	5	48470	51539
snR80	5	52149	52320
YEL054C	5	52720	53218
YEL053W	5	52907	53255
YEL053C	5	53900	56102
YEL052W	5	56570	58100
YEL051W	5	58377	59148
YEL050W	5	59548	59740
YEL050C	5	59669	60851
snR67	5	61351	61433
snR53	5	61698	61789
YEL049W	5	63727	64090
YEL048C	5	64708	65167
YEL047C	5	65384	66797
YEL046C	5	67628	68792
YEL045C	5	68839	69265
YEL044W	5	69756	70257
YEL043W	5	70477	73348
YEL042W	5	73770	75327
YEL041W	5	75943	77431
YEL040W	5	78052	79456
YEL039C	5	79635	79977
YEL038W	5	80461	81145
YEL037C	5	81406	82603
YEL036C	5	83049	84552
YEL035C	5	85044	85545
YEL034C	5	85612	86215
YEL034W	5	85675	86149
YEL033W	5	86178	86598
YEL032W	5	86936	89852
YEL032C	5	87039	87201
YEL031W	5	90257	93905
YEL030C	5	94582	94897
YEL030W	5	94643	96578
YEL029C	5	96857	97796
YEL028W	5	98667	99129
YEL027W	5	100768	101251
YEL026W	5	101942	102323
YEL025C	5	102580	106147
